id,isbn,titulo,autor,data_publicacao,generos,preco,paginas
23566,9789857741087,Contos da Magia,Carlos Gomes,2013-05-13,Comédia|Filosofia,159.7,1132
23567,9788792631798,Ecos da Alma,Julia Carvalho,2009-05-13,Suspense|Drama|Biografia,53.93,335
23568,9780950247999,O Caminho do Destino,Maria Ferreira,2016-03-28,Ciência|Ficção|Terror,91.89,1013
23569,9781670389082,O Segredo de Gelo,Mariana Ribeiro,2014-06-26,Comédia|Ficção|Filosofia,210.3,1098
23570,9783712110186,Contos do Tempo,João Lima,1984-09-21,Comédia|Fantasia|Romance,220.21,196
23571,9787889982625,Sussurros Estelar,Laura Martins,1989-09-24,Terror,21.26,861
23572,9783417331448,Ecos da Meia-Noite,Thiago Costa,1980-04-27,Biografia,215.97,679
23573,9781341135095,Fragmentos da Alma,Thiago Souza,1988-11-04,Drama|Mistério|Biografia,44.93,128
23574,9782241583205,História do Destino,Ana Silva,1987-10-21,Aventura|Drama,92.89,1075
23575,9782465875687,Fragmentos do Amanhã,Gabriel Alves,2003-01-12,Tecnologia,188.93,196
23576,9783030505845,O Caminho da Alma,Thiago Ribeiro,2002-10-01,Filosofia,153.36,862
23577,9785760614477,O Mistério do Amanhã,Gabriel Rodrigues,1985-07-12,Tecnologia|Comédia|Biografia,207.67,593
23578,9788414601806,O Guia da Cidade,Fernanda Oliveira,2014-09-24,Biografia|Mistério,115.32,693
23579,9781955150737,Ecos do Dragão,Camila Rodrigues,2017-11-23,Suspense|Ficção,56.2,662
23580,9786980145425,O Mistério da Alma,Lucas Martins,1981-04-17,Filosofia,202.4,1123
23581,9782906230909,Sussurros Esquecido,Lucas Lima,1980-09-21,Suspense|Mistério|Drama,211.66,1047
23582,9782141110099,Vozes do Tempo,Beatriz Rodrigues,1980-05-18,Drama|Romance,30.76,557
23583,9781990580686,A Jornada da Alma,Laura Santos,1982-03-18,Aventura|Filosofia|Comédia,112.01,433
23584,9781958976757,Sussurros do Tempo,Beatriz Alves,1986-01-27,Mistério,71.83,371
23585,9787470144384,Vozes Estelar,Thiago Gomes,2004-09-08,História|Ficção,105.19,1145
23586,9781967034851,Contos da Cidade,Rafael Costa,2014-03-01,Biografia|Ciência,58.47,1083
23587,9788816626703,O Mistério da Cidade,João Lima,2009-08-12,Tecnologia|Romance,118.77,871
23588,9784576117070,O Mistério de Fogo,Mariana Lima,2009-11-25,Aventura|Biografia|História,246.01,244
23589,9780707545698,História Esquecido,Pedro Alves,2024-06-16,Ciência|Aventura|Comédia,104.08,378
23590,9786810219739,Sombras da Alma,Thiago Rodrigues,2013-04-16,História|Fantasia,111.49,315
23591,9785677399333,O Segredo da Cidade,Pedro Ferreira,1996-01-21,Romance,163.83,562
23592,9789473678954,Crônicas da Cidade,Gabriel Costa,1999-10-07,História|Suspense,105.08,385
23593,9781880706826,Fragmentos da Meia-Noite,Pedro Souza,2015-07-31,Biografia|Romance|Filosofia,161.75,916
23594,9780023585735,Fragmentos da Meia-Noite,Ana Carvalho,2021-12-22,Tecnologia,170.08,1086
23595,9784435541409,História do Amanhã,Fernanda Costa,2015-08-17,Drama|Romance|Aventura,186.89,220
23596,9780670878920,Contos da Cidade,Rafael Costa,2020-04-20,Fantasia,170.19,380
23597,9782947935184,O Segredo da Escuridão,Laura Gomes,1987-03-04,Filosofia|Fantasia,210.95,188
23598,9786590553465,Memórias Imortal,Ana Gomes,2011-02-01,Romance,216.94,789
23599,9789268274547,A Jornada Perdido,Fernanda Melo,2011-07-01,Biografia|Terror|Filosofia,41.06,380
23600,9783828260001,Vozes do Tempo,Thiago Oliveira,2011-09-12,Comédia|Filosofia|Drama,42.52,554
23601,9785482524368,O Segredo do Amanhã,João Pereira,1987-08-31,Ciência|Terror,74.69,104
23602,9780171285262,Ecos da Escuridão,Laura Silva,2002-03-07,Tecnologia,70.25,498
23603,9786805108020,Sussurros Esquecido,Rafael Melo,1983-01-06,Aventura|Romance|Ciência,200.91,705
23604,9788123625273,O Guia do Dragão,Pedro Martins,1988-10-14,Tecnologia|Romance|História,55.81,488
23605,9780605618755,Vozes do Destino,Carlos Silva,2011-09-26,Romance,226.03,415
23606,9788580148602,O Guia da Cidade,João Alves,1996-02-03,Terror|Ficção|Comédia,56.27,1042
23607,9784760402962,O Guia Esquecido,Maria Oliveira,2007-05-25,Romance|Biografia,107.17,254
23608,9786389825017,O Guia da Magia,Maria Costa,1992-07-24,Aventura,166.71,147
23609,9780481502480,História Imortal,Thiago Oliveira,2005-08-30,Tecnologia,119.68,1162
23610,9784655051364,Memórias do Destino,Lucas Ferreira,1981-04-08,Drama|Romance,190.0,330
23611,9782218249075,Sombras do Amanhã,Mariana Gomes,2020-04-27,Ciência|Filosofia,123.8,782
23612,9780585332871,A Lenda de Gelo,João Ferreira,2000-03-23,História|Terror|Aventura,54.82,449
23613,9788637882575,Contos Perdido,Beatriz Silva,2015-08-16,Terror|Suspense,225.92,1177
23614,9781375917627,O Mistério da Magia,Ana Costa,2006-08-09,Ciência|Suspense,121.42,1087
23615,9783691392589,Fragmentos Imortal,Thiago Lima,2009-03-11,Ficção,59.18,573
23616,9781904577796,A Jornada de Fogo,Beatriz Gomes,2021-09-17,Aventura|Fantasia,230.09,575
23617,9789465757895,O Mistério do Amanhã,Gabriel Carvalho,2002-03-07,Comédia|Fantasia,109.41,616
23618,9783885565545,A Lenda Esquecido,João Pereira,2013-03-04,História,86.1,688
23619,9787305458422,Sombras de Gelo,Gabriel Silva,2008-03-04,Fantasia,184.67,530
23620,9783589772406,O Guia do Dragão,Pedro Oliveira,2004-11-09,Ficção|Terror,92.46,1007
23621,9789855581107,Fragmentos de Fogo,Lucas Rodrigues,2011-12-31,Ficção|Ciência,171.49,286
23622,9780460005471,A Jornada da Alma,Thiago Carvalho,1991-10-04,Terror|Mistério|Suspense,123.81,335
23623,9785833742374,Contos Estelar,João Oliveira,2007-08-29,Suspense|História,34.9,598
23624,9783891152337,Sussurros do Dragão,Beatriz Carvalho,1994-07-21,Ficção,207.68,206
23625,9784088882033,Contos Esquecido,Rafael Alves,2007-08-14,Biografia|Fantasia|Filosofia,45.04,808
23626,9782998451423,História da Cidade,Marcos Lima,2009-10-14,Terror|Biografia|Aventura,96.14,1167
23627,9788587117679,O Mistério da Alma,Mariana Gomes,2007-12-10,Mistério|História|Drama,139.17,1150
23628,9783386085690,O Caminho do Dragão,Marcos Carvalho,1996-03-19,Biografia,115.96,996
23629,9782067890249,Sombras Estelar,Julia Melo,2010-04-26,Suspense,215.92,1122
23630,9780664572721,Ecos do Amanhã,Julia Pereira,1990-09-08,Biografia|Terror|Filosofia,57.53,1156
23631,9787647375801,Ecos da Escuridão,Fernanda Silva,2015-07-02,Comédia,209.7,995
23632,9789281091781,História do Dragão,Laura Ribeiro,1982-01-17,Aventura,46.01,197
23633,9785596225150,Luzes de Gelo,Maria Ribeiro,1990-01-20,Suspense,120.5,179
23634,9787284684658,A Jornada da Alma,Thiago Alves,1989-02-18,Ciência|Ficção|Aventura,168.3,449
23635,9786438038281,Sussurros do Amanhã,Lucas Gomes,1998-09-19,Romance,44.97,488
23636,9789313741696,Memórias da Alma,Thiago Ferreira,1983-10-17,Filosofia,121.59,316
23637,9787432697289,O Caminho de Gelo,Julia Ferreira,2014-10-09,Comédia|Romance|Fantasia,56.64,278
23638,9780342922011,A Lenda da Cidade,Marcos Carvalho,1985-03-11,Drama|Ciência|Biografia,28.1,1150
23639,9784934215403,Memórias da Meia-Noite,Thiago Ferreira,2018-07-23,Drama|Romance|Suspense,138.38,211
23640,9781890801024,Memórias da Cidade,Gabriel Souza,2024-08-20,Drama,23.24,411
23641,9788492297466,O Caminho do Tempo,Mariana Lima,1993-12-27,Ciência|História|Aventura,89.7,816
23642,9781499661383,Sombras Perdido,João Gomes,1980-02-12,Drama|Ficção|Mistério,68.77,330
23643,9786323484113,Crônicas do Destino,Mariana Santos,2018-11-27,Aventura|História,22.65,144
23644,9782238907149,O Guia do Dragão,Mariana Oliveira,2022-02-10,Drama|Comédia|Terror,109.06,244
23645,9783888901349,O Guia da Cidade,Fernanda Carvalho,1986-12-14,Aventura,91.73,447
23646,9782098093179,Contos do Amanhã,Camila Ribeiro,1993-05-30,Comédia|Mistério|Ciência,158.3,312
23647,9786167582233,Contos do Tempo,Camila Martins,2020-03-03,Romance|Drama,67.19,315
23648,9784860942198,Memórias Estelar,Laura Alves,2009-08-13,Drama|Terror,150.63,241
23649,9783456904818,Luzes do Destino,Lucas Souza,1998-07-27,Drama|Ficção,140.65,546
23650,9782237368592,Crônicas da Magia,Carlos Silva,1994-11-30,Ciência,69.87,879
23651,9788758361591,A Lenda do Destino,Ana Alves,1994-11-05,Ciência|História,181.97,298
23652,9788288750246,Contos do Dragão,Carlos Lima,1987-11-25,Drama,224.19,1107
23653,9783685630106,Memórias Esquecido,Julia Pereira,2012-10-28,Filosofia,75.69,664
23654,9786566796828,Fragmentos da Alma,Fernanda Pereira,1986-11-06,Tecnologia,72.15,785
23655,9789373577507,A Jornada do Amanhã,Lucas Silva,2007-12-06,Biografia|Fantasia|Romance,88.7,131
23656,9785516210241,O Caminho do Amanhã,Beatriz Souza,2010-06-21,Fantasia|Tecnologia,99.28,847
23657,9781803714427,O Mistério da Meia-Noite,Maria Costa,2018-01-05,Aventura|Ficção,161.32,329
23658,9788550329753,Sussurros de Gelo,Ana Ribeiro,1983-10-22,Suspense|Comédia|Drama,214.42,748
23659,9786723292980,Ecos Estelar,Rafael Melo,2020-01-26,Suspense|Comédia,50.55,103
23660,9782151038357,Sussurros Esquecido,Ana Ribeiro,2005-11-26,Fantasia|Tecnologia|História,231.78,309
23661,9781025670486,A Lenda do Destino,Maria Oliveira,2019-06-25,Filosofia,124.98,742
23662,9788377941548,Sussurros Imortal,Julia Costa,2019-12-22,Comédia|Fantasia,232.06,675
23663,9789860013521,O Segredo do Tempo,Julia Silva,2017-05-23,Romance,153.46,1017
23664,9786557184281,O Caminho da Escuridão,Carlos Silva,2011-05-04,Biografia,58.64,289
23665,9783905658130,Luzes Estelar,Beatriz Oliveira,2019-11-09,História|Mistério,146.1,1065
23666,9782912872770,Sombras do Dragão,Ana Ribeiro,2001-11-09,Filosofia|Fantasia|Tecnologia,239.63,251
23667,9782271033662,Crônicas do Dragão,Julia Ribeiro,1983-11-20,Mistério,44.4,460
23668,9789095685536,O Mistério de Fogo,Fernanda Gomes,2012-02-26,Tecnologia|Fantasia,227.15,419
23669,9788340827334,Contos Perdido,Beatriz Martins,1997-05-14,Drama|Terror,176.38,1125
23670,9785901353746,Luzes do Destino,Thiago Carvalho,2012-02-06,Ciência|Romance|Comédia,139.1,322
23671,9781437666470,O Caminho da Magia,Pedro Souza,1983-02-10,Terror|Ficção|Biografia,31.43,188
23672,9788796219576,Luzes da Magia,Camila Melo,2019-12-14,Comédia|Mistério|Drama,53.17,117
23673,9786960112730,Fragmentos do Destino,Thiago Santos,2010-02-01,Ciência|Drama,140.15,507
23674,9787097376773,Luzes da Meia-Noite,Maria Gomes,2007-01-18,Tecnologia,214.02,319
23675,9782337600406,Fragmentos da Magia,João Silva,2016-10-09,Terror|Romance|Fantasia,240.89,181
23676,9781640218890,História da Escuridão,Gabriel Alves,2013-03-24,Comédia|Suspense|Mistério,148.23,936
23677,9781876077913,Memórias do Destino,Rafael Pereira,2009-01-20,Suspense,119.13,770
23678,9789504074741,Contos de Fogo,Ana Rodrigues,2002-01-08,Biografia|Filosofia,176.44,775
23679,9781537497999,A Lenda da Cidade,Marcos Ribeiro,2001-12-19,Filosofia,72.26,1177
23680,9787913422365,História Perdido,Thiago Ribeiro,1995-11-02,Fantasia|Drama|Romance,237.42,932
23681,9789948356671,Luzes do Dragão,Thiago Rodrigues,1999-08-02,Ficção|Drama,216.78,203
23682,9787811260357,Fragmentos Esquecido,Marcos Ribeiro,1984-07-15,Biografia|Tecnologia,149.33,681
23683,9786309122114,História da Escuridão,Laura Pereira,2017-04-15,Mistério|Biografia|Fantasia,156.64,225
23684,9782577196556,Sussurros do Tempo,Lucas Silva,2005-01-28,Drama|Suspense|Fantasia,91.0,770
23685,9782682430152,O Guia do Tempo,Thiago Rodrigues,1988-11-03,Mistério|Terror|Ficção,107.1,953
23686,9782958310433,Contos de Gelo,Maria Lima,1993-03-31,Ficção|Terror|Comédia,154.02,728
23687,9788692501491,O Mistério do Amanhã,Pedro Pereira,2002-01-10,Romance,228.0,457
23688,9780730897007,O Guia de Fogo,Thiago Gomes,1992-02-25,Aventura|História|Biografia,56.78,103
23689,9789737301214,O Caminho de Fogo,Pedro Lima,1987-02-07,Comédia,227.88,629
23690,9783141351415,A Lenda do Tempo,Julia Pereira,2002-07-30,Fantasia|Ciência,143.24,305
23691,9785342022455,O Segredo da Magia,Carlos Ferreira,2018-03-03,História|Romance|Suspense,75.87,162
23692,9785736677605,A Lenda Imortal,Ana Gomes,2015-12-01,Fantasia|Biografia,189.13,1157
23693,9780705021854,A Lenda da Meia-Noite,Beatriz Alves,2012-10-06,Mistério|Drama|Romance,245.01,896
23694,9782155482621,Fragmentos do Destino,Marcos Martins,1990-10-23,Terror|Ciência|Comédia,123.4,575
23695,9780709447220,História da Alma,Pedro Alves,1987-02-17,História|Mistério,162.61,669
23696,9782176823521,Crônicas Imortal,Marcos Lima,2011-01-25,Romance,98.27,1000
23697,9782022003963,Fragmentos da Alma,Pedro Melo,1985-04-14,Suspense|Biografia|Filosofia,234.95,359
23698,9786212472496,O Guia da Cidade,Rafael Lima,1999-08-20,Biografia|Terror,223.0,504
23699,9784423607540,A Lenda do Destino,João Martins,2004-01-06,Aventura|Ciência|Tecnologia,148.04,261
23700,9781703377739,Crônicas da Magia,Mariana Ferreira,2000-01-27,Drama,106.16,658
23701,9783006592598,História Estelar,Ana Martins,1991-10-03,Tecnologia,151.96,610
23702,9787244477511,Sussurros do Dragão,Julia Costa,2008-07-28,Drama,188.53,691
23703,9789503848886,Sombras Esquecido,Camila Ribeiro,2002-07-12,Tecnologia|Romance|Filosofia,116.09,1041
23704,9788127004781,Luzes Estelar,Maria Pereira,2024-05-06,Biografia,83.53,849
23705,9781650856101,Crônicas Esquecido,Maria Alves,2010-07-14,Comédia,148.9,1182
23706,9782055645295,O Caminho Perdido,Marcos Carvalho,2019-03-21,Comédia|Drama,64.47,428
23707,9787914860916,A Lenda de Gelo,Gabriel Pereira,1996-10-24,Tecnologia|Biografia|Ciência,149.62,738
23708,9787804216094,Fragmentos de Gelo,Mariana Pereira,2005-11-04,Ciência,198.27,206
23709,9787224358620,O Guia da Alma,Marcos Souza,2015-12-17,Filosofia,202.72,323
23710,9786342258008,A Jornada do Destino,João Lima,2005-07-03,Ciência,201.99,829
23711,9782577825630,Memórias da Cidade,Marcos Gomes,2015-09-17,Tecnologia|Romance|Mistério,118.27,705
23712,9784920115994,História do Dragão,Rafael Ribeiro,2002-01-20,Fantasia|Romance,249.36,258
23713,9786013414237,Luzes Imortal,Rafael Alves,2000-04-14,Fantasia|Ciência,58.29,269
23714,9785886026068,Ecos Perdido,Gabriel Ribeiro,2022-10-01,Fantasia|Ciência|Filosofia,223.45,357
23715,9789123022948,Vozes da Alma,Mariana Pereira,2018-06-30,Fantasia,148.99,947
23716,9782055969916,Vozes da Magia,Ana Costa,2007-12-31,Terror,83.73,1114
23717,9780889575452,O Mistério do Dragão,Lucas Oliveira,1980-03-20,História|Comédia|Terror,176.81,535
23718,9786352812058,O Caminho Imortal,Pedro Oliveira,1988-03-12,Suspense|Ficção,181.3,1114
23719,9789836551528,O Caminho de Fogo,Gabriel Martins,2022-01-16,História|Romance,37.37,813
23720,9783308843470,Sussurros da Escuridão,Fernanda Melo,1984-11-30,História|Fantasia|Filosofia,149.7,926
23721,9784823692356,O Segredo Esquecido,Gabriel Lima,1981-02-26,Ciência,47.17,781
23722,9789842902632,Memórias Perdido,Ana Alves,1994-09-22,Tecnologia|Drama,27.16,944
23723,9780443877054,Luzes Esquecido,Rafael Costa,1983-09-22,Comédia|Drama,162.67,463
23724,9787912606465,O Segredo do Destino,Lucas Ferreira,1995-05-26,Suspense|Tecnologia|Ciência,101.98,520
23725,9789328199905,Memórias Estelar,Mariana Lima,1990-05-02,Ficção|Romance,129.81,851
23726,9789633818774,Ecos do Destino,Mariana Rodrigues,2021-06-11,Romance|História,41.27,872
23727,9788247157786,Vozes da Cidade,Beatriz Santos,2015-10-03,Aventura|Ciência|Ficção,27.63,321
23728,9788554116341,O Caminho Esquecido,Lucas Souza,1980-02-21,Ciência,235.04,374
23729,9783731969407,O Mistério Imortal,Fernanda Carvalho,2012-12-31,Aventura|História,226.21,640
23730,9785566233933,Fragmentos Esquecido,Rafael Martins,1985-05-15,Aventura,185.82,340
23731,9781734281329,História Esquecido,Thiago Pereira,2020-03-24,Mistério,61.59,533
23732,9784206916510,O Mistério da Alma,Fernanda Silva,2024-01-16,Mistério,200.33,514
23733,9783626100403,Sombras Imortal,Beatriz Lima,2005-06-03,História,191.75,1083
23734,9786552485078,Sombras da Cidade,Ana Rodrigues,2003-05-30,Biografia,55.67,471
23735,9789814979503,Crônicas de Fogo,Maria Carvalho,1999-06-29,Mistério|Tecnologia,191.64,701
23736,9784927327399,Crônicas de Fogo,Fernanda Martins,2025-07-01,Biografia,219.97,701
23737,9785928456349,Sombras do Tempo,Camila Lima,1991-04-05,Biografia,46.89,559
23738,9783098569538,Crônicas do Tempo,Fernanda Silva,2013-12-27,Terror|Comédia|Filosofia,53.62,547
23739,9786526950742,Contos da Escuridão,João Costa,2012-05-13,Suspense|Tecnologia|Drama,162.16,684
23740,9787325008370,O Mistério da Magia,Julia Ferreira,1992-10-18,Suspense,56.35,648
23741,9780645002465,O Segredo Imortal,Rafael Oliveira,1983-03-15,Comédia,234.51,544
23742,9787379112695,Sombras da Meia-Noite,Rafael Ribeiro,2018-06-30,Terror,50.13,357
23743,9789773805839,Contos do Dragão,Rafael Ribeiro,1983-12-28,Biografia|Terror|Mistério,146.71,246
23744,9786709600387,A Lenda Perdido,Julia Alves,2017-07-02,Suspense|Fantasia,225.15,393
23745,9789442768131,O Guia Estelar,Beatriz Martins,1995-07-07,Filosofia|Mistério,184.11,955
23746,9788343011447,O Caminho Perdido,Pedro Costa,2020-10-19,Aventura|Mistério,78.34,409
23747,9782364904670,História Imortal,Camila Souza,2007-06-19,Mistério,160.12,500
23748,9789956236772,Luzes Estelar,Laura Rodrigues,2000-04-04,Biografia|Tecnologia,149.13,961
23749,9782457190701,Crônicas de Fogo,Gabriel Melo,2025-09-07,História|Romance,132.1,1178
23750,9788948069679,Crônicas Imortal,Carlos Melo,1987-09-23,Filosofia|Biografia|Mistério,145.25,976
23751,9788435781319,A Jornada da Meia-Noite,Thiago Santos,1998-08-11,Romance,49.29,586
23752,9786153938711,O Mistério Esquecido,Pedro Martins,2010-09-25,Biografia|Terror|Mistério,249.97,687
23753,9784385484478,O Caminho da Alma,Pedro Melo,2013-11-02,Ciência|Terror|Biografia,122.11,1045
23754,9780751951555,Contos do Tempo,Maria Melo,1986-01-25,Mistério,24.48,865
23755,9781297964682,Memórias do Tempo,Laura Pereira,1999-01-16,Biografia|Tecnologia,156.34,408
23756,9789399023371,O Guia da Escuridão,Maria Oliveira,2024-06-27,Aventura,99.46,266
23757,9780380701820,História da Cidade,Mariana Souza,2021-03-29,Fantasia|Ciência|História,223.18,1097
23758,9788847368968,O Guia Esquecido,Pedro Rodrigues,2005-02-11,Romance,63.57,1194
23759,9783180563972,A Lenda do Destino,Pedro Oliveira,1985-05-19,Drama|História,77.68,874
23760,9785366619772,Ecos Esquecido,Rafael Oliveira,2019-06-16,História|Ciência,187.1,974
23761,9782773254614,Vozes da Cidade,Beatriz Alves,1992-01-05,Suspense|Comédia|Biografia,204.9,740
23762,9789772260853,Vozes do Destino,Rafael Ferreira,1980-01-14,Comédia|História,203.08,522
23763,9781245009470,Sombras Esquecido,Laura Gomes,1996-03-29,Suspense|Mistério,81.08,375
23764,9783665944420,Luzes do Amanhã,Maria Silva,1983-10-08,Aventura,169.55,388
23765,9780589974468,Sombras de Fogo,Mariana Ribeiro,2019-02-20,Ciência|Drama|Mistério,22.43,495
23766,9780858628027,Luzes da Meia-Noite,Beatriz Santos,2025-05-12,Drama,129.88,268
23767,9784475630337,História Estelar,Pedro Gomes,1980-03-26,Suspense|Biografia|Terror,109.66,595
23768,9789099051474,O Guia da Cidade,Marcos Pereira,1990-05-19,Tecnologia|Terror,139.0,669
23769,9781837562828,O Guia Esquecido,Laura Gomes,1984-08-23,História|Biografia|Fantasia,66.59,774
23770,9781728405730,O Mistério Esquecido,Fernanda Costa,2001-05-16,Terror|Tecnologia,165.0,955
23771,9781405269959,Contos Perdido,Ana Rodrigues,2008-03-13,História,70.88,819
23772,9787504657041,Sombras do Dragão,Pedro Ferreira,1988-07-05,Biografia|Ciência|Filosofia,207.51,813
